"rep","variable","true","mean","sd","q5","q95","rhat","ess_bulk","ess_tail","bias","rel_bias_pct","covered"
2,"beta_nu[3]",0.5,0.45264032189,0.0399529509031203,0.3863549585,0.518723316,1.00272919877942,1195.56327530949,1298.0053770252,-0.04735967811,-9.471935622,TRUE
2,"beta_nu[4]",0.3,0.2252722213745,0.0418066007365125,0.1574036505,0.294632878,1.00113036126298,1336.17431749733,1550.32719571678,-0.0747277786255,-24.9092595418333,FALSE
2,"beta_alpha2",0.024,0.02782665051245,0.00632575501446978,0.01741180735,0.03786237605,1.00102412980085,3702.29527126614,1293.63997700078,0.00382665051245,15.9443771352083,TRUE
2,"beta_alpha3",0.05,0.050344356837,0.00549603600002236,0.04118512615,0.0594798906,1.00040828183431,3090.80634187913,1518.3395039633,0.000344356836999994,0.688713673999988,TRUE
2,"sigma_nu_c",0.5,0.602593654405,0.0495069464985983,0.526315223,0.6877418755,1.00132710288256,923.317454709519,1463.14655633097,0.102593654405,20.518730881,FALSE
2,"sigma_nu_r",0.3,0.321899779455,0.0309775329319677,0.2733345385,0.375910063,1.00085347289945,715.791981495395,1075.86911689914,0.021899779455,7.299926485,TRUE
2,"sigma_nu_cr",0.3,0.359876631315,0.0348978276558225,0.3065711395,0.419567173,1.00125335426355,1109.86346569858,1370.49526053517,0.059876631315,19.958877105,FALSE
2,"sigma_alpha_intercept",0.08,0.0705383293485,0.00755837670023547,0.0584453116,0.08349375665,0.999891499803136,1117.91932755591,1525.44297888364,-0.0094616706515,-11.827088314375,TRUE
2,"w",0.52,0.52664821231,0.00507321614619931,0.517981911,0.535077431,1.00176608862401,2512.48656677218,1351.29349480061,0.00664821231000001,1.27850236730769,TRUE
3,"beta_nu[1]",1.15,1.1469000199,0.0404791238837838,1.083087555,1.216547295,1.00080618329481,923.588005137979,1171.51533247847,-0.00309998010000001,-0.269563486956523,TRUE
3,"beta_nu[2]",0.7,0.708429939115,0.0510925855078934,0.624473478,0.793221072,1.00262461921572,455.383708182606,794.387466275496,0.00842993911500001,1.20427701642857,TRUE
3,"beta_nu[3]",0.5,0.513571541615,0.035866056234428,0.4565252065,0.5729725995,1.00041629456052,799.090884146143,1124.88990461433,0.013571541615,2.71430832299999,TRUE
3,"beta_nu[4]",0.3,0.2132990105665,0.0409235493967736,0.1456535125,0.2803188605,0.999861479653926,659.367693213879,892.85290854934,-0.0867009894335,-28.9003298111667,FALSE
3,"beta_alpha2",0.024,0.021435494141385,0.00604713779988021,0.0115039557,0.0314454911,0.999870369238087,3117.46586089098,1605.74933086145,-0.002564505858615,-10.6854410775625,TRUE
3,"beta_alpha3",0.05,0.0510026631375,0.00571603410736731,0.04139002935,0.0602133861,1.00174769408364,2532.65310381082,1661.69100322801,0.0010026631375,2.005326275,TRUE
3,"sigma_nu_c",0.5,0.422823462485,0.0386212653010026,0.363348809,0.488389032,1.0000337574185,636.168026159911,874.588887771066,-0.077176537515,-15.435307503,FALSE
3,"sigma_nu_r",0.3,0.298164314665,0.0296142797744504,0.2523258775,0.348878029,1.00003777479577,557.038325616638,860.611339549371,-0.001835685335,-0.611895111666668,TRUE
3,"sigma_nu_cr",0.3,0.32679303047,0.0337678650996031,0.2731007775,0.385470887,1.00111304068401,618.866617832034,1076.24507955978,0.02679303047,8.93101015666668,TRUE
3,"sigma_alpha_intercept",0.08,0.093851101405,0.00902471740892657,0.07950421385,0.109191534,0.999843462417722,684.648380533709,1271.45531632132,0.013851101405,17.31387675625,TRUE
3,"w",0.52,0.519858055225,0.00539245290219452,0.510976989,0.5286084755,1.00100354248895,1230.67857389176,1526.71799144472,-0.000141944775000069,-0.0272970721153979,TRUE
4,"beta_nu[1]",1.15,1.1723331941,0.0375544984652194,1.11057736,1.23511882,1.00006174045922,1506.66990935911,1205.84210188894,0.0223331941,1.94201687826087,TRUE
4,"beta_nu[2]",0.7,0.66000564584,0.060260792261153,0.5593016515,0.757630993,1.0063862830072,375.640168592073,701.300426514239,-0.03999435416,-5.71347916571428,TRUE
4,"beta_nu[3]",0.5,0.528665515585,0.0294031102171878,0.480372451,0.5761899905,1.00093017576469,1943.3240276592,1503.38915758697,0.028665515585,5.73310311699999,TRUE
