"rep","subj","t0_mean","t0_q05","t0_q95","sv_mean","sv_q05","sv_q95","alpha_mean","alpha_q05","alpha_q95","t0_true","alpha_true","sv_true","t0_covered","sv_covered","alpha_covered"
1,24,0.170185146390453,0.164932470740765,0.175320357435389,0.586937162965,0.3829820185,0.8478987195,1.80852519447033,1.68625481591204,1.94106980906586,0.160649240196653,1.76513636090194,0.5,FALSE,TRUE,TRUE
1,25,0.17764844444506,0.171629438759696,0.182875904071318,0.563879176665,0.362426992,0.809595097,1.60342140832271,1.4921146686947,1.72439469722354,0.186969949885142,1.39793543787126,0.5,FALSE,TRUE,FALSE
1,26,0.225496539028893,0.218646420924934,0.232546197265293,0.509412510515,0.3249516345,0.6989717565,1.8944904467161,1.76482806459739,2.03256039741516,0.203164806411235,1.88301167088485,0.5,FALSE,TRUE,TRUE
1,27,0.259827686597867,0.25173818644981,0.267983467147255,0.503339649775,0.3036854365,0.6994972975,1.72946859502017,1.61357140473681,1.84595573311017,0.247162505592841,1.49874048669062,0.5,FALSE,TRUE,FALSE
1,28,0.241463555175992,0.234016035349415,0.249008270948295,0.5204700782575,0.3300555795,0.717055867,1.84993712818115,1.72093447160001,1.98538097472686,0.222097854999964,1.80309125725292,0.5,FALSE,TRUE,TRUE
1,29,0.254632977667903,0.247101193995835,0.262803804119891,0.52243299011,0.328902963,0.7354813915,1.70235305503482,1.58486173648287,1.82456874428517,0.243252212449312,1.50616899347872,0.5,FALSE,TRUE,FALSE
1,30,0.254416508426901,0.246319159420293,0.262239785324735,0.496428525305,0.313011631,0.684975019,1.98955045000147,1.85709315732479,2.13453132050262,0.214051883426808,2.08605074467912,0.5,FALSE,TRUE,TRUE
1,31,0.171517156564106,0.165982445727021,0.176692382120195,0.503881648345,0.3223267665,0.6881859185,1.76993164360311,1.64967390424279,1.89433231833288,0.184498761233592,1.61839281967929,0.5,FALSE,TRUE,FALSE
1,32,0.240619895624644,0.233472777121097,0.248535679366092,0.52928906702,0.3379970655,0.7406471875,1.85458482161992,1.71848403103748,1.99976727851657,0.268282482727679,1.71677614442456,0.5,FALSE,TRUE,FALSE
1,33,0.178373780908825,0.172054062742666,0.18402894056428,0.52658709662,0.325167838,0.762250771,1.55649457838749,1.4504745337026,1.66155737494736,0.176877663076269,1.48074467268422,0.5,TRUE,TRUE,TRUE
1,34,0.225569454501104,0.218401194342428,0.232229339198875,0.54083263939,0.3452034395,0.786969289,1.77143466223151,1.65303062696429,1.89947401625744,0.205070610466286,1.71221006277116,0.5,FALSE,TRUE,TRUE
1,35,0.229618048533766,0.222694901317574,0.23669376548334,0.520633271305,0.3282856415,0.723386737,1.81701621627843,1.69057999979756,1.94405062635847,0.204595189723713,1.6607482500927,0.5,FALSE,TRUE,FALSE
1,36,0.228312012256006,0.220740605565356,0.235299884936688,0.540461881695,0.351487458,0.7473225,1.82241780144166,1.69738959746502,1.95802289402667,0.225000149334572,1.83542697954667,0.5,TRUE,TRUE,TRUE
1,37,0.198967288459156,0.191788806355099,0.205432123368695,0.574504827295,0.3840590035,0.817172667,1.9565557253952,1.82492198686672,2.09079087270967,0.183033765898129,2.00193051907035,0.5,FALSE,TRUE,TRUE
1,38,0.210325339464411,0.203324331196279,0.216754920305107,0.484846448285,0.300620564,0.6701814445,1.92888217065926,1.80269611504233,2.06183364690828,0.186825064454063,2.0018973857224,0.5,FALSE,TRUE,TRUE
1,39,0.200185973497651,0.193623664634975,0.206372415728023,0.522335824995,0.3338458605,0.724163144,1.72039622187654,1.60925194001349,1.83342706756713,0.195211000345949,1.62439782356832,0.5,TRUE,TRUE,TRUE
1,40,0.217971794980459,0.211457127976899,0.224808506533683,0.505369353485,0.313106836,0.7056451165,1.7412012311214,1.61940995486448,1.86067297069886,0.216489856261916,1.67507513927179,0.5,TRUE,TRUE,TRUE
1,41,0.25117405626091,0.243038013427364,0.259204154153638,0.552049507195,0.367031226,0.784963261,1.8270256421422,1.70569838461971,1.9581652453179,0.204279870583735,2.07589465253779,0.5,FALSE,TRUE,FALSE
1,42,0.227812241174701,0.221126175475476,0.235449284119407,0.5453578685185,0.3559344615,0.765807481,1.69170392201464,1.56546719468212,1.81944691723355,0.223693365452804,1.59230648880372,0.5,TRUE,TRUE,TRUE
1,43,0.239933862742334,0.231520278462454,0.246892305457387,0.51928517747,0.32604871,0.723151961,1.82068518893394,1.70951307860907,1.94430970761027,0.211299177874226,1.6837559370446,0.5,FALSE,TRUE,FALSE
1,44,0.165853513780738,0.160139554235798,0.171149769269238,0.5099980766435,0.3243270615,0.695384938,1.86715591733865,1.72182101386386,2.02062044794751,0.174805666677124,1.65363851678441,0.5,FALSE,TRUE,FALSE
1,45,0.179862137697641,0.174286203891688,0.185487859405783,0.47066743234,0.2921490025,0.634417623,1.87696402706917,1.72212336674534,2.03520766313667,0.153008878586395,1.89129227855633,0.5,FALSE,TRUE,TRUE
