"participant","tau_mean","tau_lo95","tau_hi95"
195,0.119784681325,0.113012583,0.12544902
196,0.110715646092,0.1031335465,0.11707619925
197,0.104249485345,0.0972374417,0.10995541375
198,0.118009658171666,0.11134211275,0.12352891775
199,0.119775414433333,0.11208714475,0.1261747295
200,0.139495248328333,0.132532685,0.14520275875
201,0.105637954443833,0.09902842495,0.11118557325
202,0.10205336407,0.09518963445,0.1077158315
203,0.183871133253333,0.1781783905,0.1885130885
204,0.112235849173667,0.1043963215,0.1189976965
205,0.160612731195,0.154043019,0.16632831475
206,0.162708880843333,0.15596999325,0.16838141225
207,0.0980281585393334,0.09159442515,0.10339533175
208,0.14560927067,0.13957328825,0.150590908
209,0.0992590613960001,0.090784538125,0.10640526025
210,0.1007266227095,0.09302201485,0.10694725925
211,0.159864459861667,0.154233827,0.1645098075
212,0.141037540016667,0.1361281005,0.14481660825
213,0.147099728795,0.1404817685,0.152514676
214,0.166965006810001,0.1599082615,0.1729551255
215,0.16288024756,0.15746555725,0.16736686625
216,0.140221119220001,0.13343041575,0.14583984525
217,0.113846055692834,0.10451191425,0.12179676325
218,0.14922596601,0.14071949275,0.1566993695
219,0.101240254024333,0.094997252325,0.106504772
220,0.100951678891,0.0937625728,0.107048406
221,0.115661985161667,0.108505808,0.12161037075
222,0.101358949362,0.09508765005,0.10658471975
